KEN_ZAMPESE,CHIP_MORTON
GIFF_SMITH,BRUCE_DEHAVEN
DICK_CURL,CLARK_HUNT
JOHN_HARBAUGH,CHRIS_HEWITT
BEN_MCADOO,PATRICK_GRAHAM
MATT_PATRICIA,MOSES_CABRERA
SEAN_RYAN,CRAIG_FITZGERALD
JIM_O'NEIL,CHRIS_TABOR
GREGG_WILLIAMS,JUSTUS_GALAC
JERRY_JONES,JASON_GARRETT
JIMMY_HASLAM,ROB_CHUDZINSKI
CLARK_HUNT,ANDY_REID
TERRY_PEGULA,SEAN_MCDERMOTT
WADE_PHILLIPS,PAUL_PASQUALONI
SEAN_PAYTON,PETE_CARMICHAEL
JOE_JUDGE,MOSES_CABRERA
TOM_MCMAHON,LOREN_LANDOW
RANDY_LERNER,PAT_SHURMUR
JOHN_HARBAUGH,STEVE_BISCIOTTI
LOVIE_SMITH,VIRGINIA_HALAS_MCCASKEY
MIKE_TOMLIN,DAN_ROONEY
JIM_CALDWELL,JOHN_BONAMEGO
ANDY_REID,BRAD_CHILDRESS
DOUG_MARRONE,SHAHID_KHAN
ALEX_SPANOS,NORV_TURNER
MATT_NAGY,CHUCK_PAGANO
VIC_FANGIO,JASON_LOSCALZO
JOE_MARCIANO,CEDRIC_SMITH
TOM_MCMAHON,PAT_SHURMUR
BOARD_OF_DIRECTORS,MATT_LAFLEUR
JOHN_FOX,JERRY_SIMMONS
GARY_KUBIAK,DAN_RILEY
RICK_DENNISON,LUKE_RICHESSON
JOHN_LOTT,KEVIN_SPENCER
RICH_TUTEN,JEFF_RODGERS
MICHAEL_HAMLIN,MARK_LOECHER
DAVE_TOUB,RICK_BURKHOLDER
CLARK_HUNT,TODD_HALEY
MARK_DAVIS,JACK_DEL_RIO
CHAN_GAILEY,RALPH_WILSON
JASON_ARAPOFF,JOHN_BONAMEGO
STEVE_SPAGNUOLO,GREG_MCMAHON
ZYGI_WILF,MIKE_ZIMMER
TOM_CABLE,JOHN_MARSHALL
REX_RYAN,MARTY_MORNHINWEG
JIM_TOMSULA,DENISE_DEBARTOLO_YORK
BEN_MCADOO,TOM_QUINN
SEAN_MCDERMOTT,BRIAN_DABOLL
RICK_DENNISON,ERIC_CIANO
SCOTT_MILANOVICH,JESS_LANGVARDT
DENNIS_ALLEN,GREG_OLSON
DIRK_KOETTER,MIKE_SMITH
ZAC_TAYLOR,DARREN_KREIN
LOU_ANARUMO,JOEY_BOESE
MIKE_TOMLIN,TODD_HALEY
MARC_TRESTMAN,MIKE_CLARK
BILL_O'BRIEN,ROMEO_CRENNEL
DOUG_MARRONE,JOHN_DEFILIPPO
RICHARD_SMITH,AJ_NEIBEL
GARRETT_GIEMONT,DANNY_SMITH
GREGG_WILLIAMS,JOHN_FASSEL
JAMES_IRSAY,CHUCK_PAGANO
MIKE_MCCARTHY,BOARD_OF_DIRECTORS
MIKE_MCCARTHY,SHAWN_SLOCUM
MIKE_SHANAHAN,JIM_HASLETT
REX_RYAN,DENNIS_THURMAN
GUNTHER_CUNNINGHAM,CHAN_GAILEY
SHANE_STEICHEN,JOHN_LOTT
DARREN_KREIN,DARREN_RIZZI
GREG_MANUSKY,RICH_BISACCIA
PAT_BOWLEN,VANCE_JOSEPH
JIM_SCHWARTZ,SCOTT_LINEHAN
BILL_O'BRIEN,SCOTT_O'BRIEN
CHRIS_CARLISLE,BRIAN_SCHNEIDER
BUDDY_MORRIS,AMOS_JONES
JOE_KENN,BRUCE_DEHAVEN
KEVIN_SPENCER,MIKE_MILLER
JEFF_RODGERS,JASON_GEORGE
STEVE_HOFFMAN,STEVE_WATTERSON
RICHARD_HIGHTOWER,MARQUIS_JOHNSON
TOM_CABLE,BRAD_ROLL
GUS_BRADLEY,TODD_WASH
CHARLIE_WEIS,STEVE_HOFFMAN
KELLEN_MOORE,MIKE_WOICIK
TIM_KELLY,MIKE_EUBANKS
SAL_ALOSI,MIKE_WESTHOFF
CHIP_MORTON,DARRIN_SIMMONS
DAVID_LEE,ADAM_BEARD
KEITH_ARMSTRONG,JESSE_ACKERMAN
JEFFREY_LURIE,DOUG_PEDERSON
JASON_GARRETT,WADE_WILSON
ANTHONY_LYNN,DENNIS_THURMAN
DIRK_KOETTER,NATE_KAZCOR
JOE_CULLEN,JOHN_BONAMEGO
RICHARD_SMITH,KEITH_ARMSTRONG
ESTATE_OF_MALCOLM_GLAZER,DIRK_KOETTER
STEVE_WILKS,AL_HOLCOMB
ANTHONY_LYNN,DEAN_SPANOS
LESLIE_FRAZIER,DAVE_KENNEDY
TOM_COUGHLIN,PERRY_FEWELL
MEL_TUCKER,JOE_CULLEN
CHUCK_PAGANO,ROB_CHUDZINSKI
DIRK_KOETTER,ESTATE_OF_MALCOLM_GLAZER
MIKE_MULARKEY,NICK_EASON
BRIAN_DABOLL,DARREN_RIZZI
AARON_KROMER,MIKE_CLARK
DEAN_PEES,CHRIS_HEWITT
TONY_DUNGY,JON_TORINE
JEFF_FISHER,CHUCK_CECIL
DAN_QUINN,ARTHUR_BLANK
ANDY_REID,ERIC_BIENIEMY
BILL_MUSGRAVE,JOE_GOMES
DUANE_CARLISLE,JIMMY_RAYE
ERIC_CIANO,BRUCE_DEHAVEN
JON_GRUDEN,DWAYNE_STUKES
MIKE_SMITH,A_J_NEIBEL
RON_RIVERA,NORV_TURNER
SHAWN_SLOCUM,JOE_PHILBIN
NORV_TURNER,JEFF_HURD
JOSH_MCDANIELS,MIKE_MCCOY
TODD_HALEY,BILL_MUIR
HUE_JACKSON,BRAD_ROLL
DOUG_MARRONE,MIKE_PETTINE
ANDY_REID,DAVE_TOUB
MIKE_VRABEL,KSA_INDUSTRIES
GREG_OLSON,DWAYNE_STUKES
NATHANIEL_HACKETT,CHRIS_GIZZI
ERIC_CIANO,DANNY_CROSSMAN
NORV_TURNER,JOHN_PAGANO
MIKE_MCCOY,JOHN_PAGANO
BILL_O'BRIEN,MIKE_VRABEL
MIKE_WESTHOFF,DAN_DALRYMPLE
ALEX_SPANOS,MIKE_MCCOY
JACK_DEL_RIO,RUSS_PURNELL
DERIUS_SWINTON_II,DAVID_YOUNG
STAN_KROENKE,STEVE_SPAGNUOLO
DANIEL_SNYDER,JAY_GRUDEN
KLIFF_KINGSBURY,TOM_CLEMENTS
STEVE_SPAGNUOLO,BARRY_RUBIN
MIKE_SINGLETARY,JIMMY_RAYE
STEVE_SPAGNUOLO,TOM_MCMAHON
CHIP_KELLY,BILLY_DAVIS
MIKE_ZIMMER,DARRIN_SIMMONS
DOUG_MARRONE,NATHANIEL_HACKETT
JOE_LOMBARDI,JOE_MARCIANO
JOE_MARCIANO,KYLE_SHANAHAN
SEAN_MCDERMOTT,BOBBY_APRIL
MIKE_SHANAHAN,PAT_BOWLEN
MIKE_TOMLIN,ART_ROONEY_II
GREGG_WILLIAMS,BLAKE_WILLIAMS
ERIC_WASHINGTON,DAVE_TOUB
KRIS_KOCUREK,JOHN_BONAMEGO
DICK_CURL,MIKE_PRIEFER
WADE_PHILLIPS,WADE_WILSON
JIM_TOMSULA,ERIC_MANGINI
GREG_ROMAN,STEVE_SAUNDERS
DAN_DALRYMPLE,DOUG_MARRONE
LUKE_RICHESSON,JEFF_RODGERS
JERRY_GRAY,ALAN_LOWRY
PATRICK_GRAHAM,DAVE_PULOKA
BILL_BELICHICK,BRAD_SEELY
WADE_PHILLIPS,JOE_JURASZEK
JON_GRUDEN,PAUL_GUENTHER
BOB_SUTTON,BRIAN_SCHOTTENHEIMER
DWAYNE_STUKES,MIKE_CLARK
KEITH_ARMSTRONG,MIKE_MULARKEY
SEAN_PAYTON,STEVE_SPAGNUOLO
TOM_MYSLINSKI,JOHN_BONAMEGO
DARRIN_SIMMONS,JOEY_BOESE
JOE_DECAMILLIS,LUKE_RICHESSON
PAT_SHURMUR,MARK_WHIPPLE
SEAN_MCVAY,WADE_PHILLIPS
JAY_GRUDEN,GREG_MANUSKY
DARRELL_BEVELL,BRIAN_SCHNEIDER
ROCK_GULLICKSON,PAT_SHURMUR
MATT_LAFLEUR,TED_RATH
DENNIS_ALLEN,JEFF_RODGERS
ARTHUR_SMITH,FRANK_PIRAINO
DAN_QUINN,CHRIS_CARLISLE
STAN_KROENKE,JEFF_FISHER
GARY_KUBIAK,JOE_DECAMILLIS
RICH_TUTEN,MIKE_MCCOY
JOHN_BONAMEGO,JASON_ARAPOFF
GREGG_WILLIAMS,GREG_MCMAHON
BEN_KOTWICA,MIKE_CLARK
BILL_O'BRIEN,CRAIG_FITZGERALD
SEAN_MCDERMOTT,TERRY_PEGULA
DOUG_MARRONE,JOE_DECAMILLIS
SEAN_MCVAY,MATT_LAFLEUR
ANTHONY_LYNN,KEITH_BURNS
BRUCE_ARIANS,ESTATE_OF_MALCOLM_GLAZER
RICH_TUTEN,RICK_DENNISON
ROCK_GULLICKSON,TOM_MCMAHON
TONY_SPARANO,STEPHEN_ROSS
RAHEEM_MORRIS,KURT_SHULTZ
GARY_KUBIAK,CEDRIC_SMITH
GARY_KUBIAK,THE_PAT_BOWLEN_TRUST
JOE_PHILBIN,LOU_ANARUMO
RAY_WRIGHT,JOE_MARCIANO
JOHN_MARA,PAT_SHURMUR
MIKE_MCCARTHY,DAVE_REDDING
PETE_CARROLL,JEREMY_BATES
LOVIE_SMITH,LESLIE_FRAZIER
JIM_IRSAY,CHUCK_PAGANO
JEFF_FISHER,ROCK_GULLICKSON
JOHN_HARBAUGH,MARTY_MORNHINWEG
MARTY_MORNHINWEG,VACANT
CHRIS_TABOR,JASON_LOSCALZO
TONY_DUNGY,JIM_IRSAY
LOVIE_SMITH,RUSTY_JONES
SEAN_PAYTON,GREGG_WILLIAMS
PAT_SHURMUR,KENT_JOHNSTON
GREG_SCHIANO,MALCOLM_GLAZER
RON_RIVERA,MIKE_SHULA
AL_SAUNDERS,JOHN_FASSEL
TOM_CLEMENTS,SHAWN_SLOCUM
KYLE_SHANAHAN,KEITH_BURNS
TOM_COUGHLIN,JERRY_PALMIERI
CHIP_KELLY,JOSH_HINGST
JEFF_FISHER,JOHN_FASSEL
CRAIG_AUKERMAN,TOM_KANAVU
REX_RYAN,TONY_SPARANO
JEFF_FISHER,BRIAN_SCHOTTENHEIMER
SEAN_PAYTON,MIKE_WESTHOFF
JOE_WOODS,LOREN_LANDOW
MIKE_MCCOY,LUKE_RICHESSON
KEN_FLAJOLE,TOM_MCMAHON
GREG_MANUSKY,MARWAN_MAALOUF
MEL_TUCKER,WAYNE_WEAVER
BRUCE_ARIANS,BYRON_LEFTWICH
GREG_MANUSKY,JIMMY_RAYE
RICK_DENNISON,JOE_MARCIANO
HUE_JACKSON,KIRBY_WILSON
PETE_CARROLL,KEN_NORTON_II
MIKE_VRABEL,CRAIG_FITZGERALD
MARK_UYEYAMA,BRAD_SEELY
SHAWN_SLOCUM,MARK_LOVAT
PAUL_FERRARO,DARRELL_BEVELL
DAVE_TOUB,RON_TURNER
PEPPER_JOHNSON,SCOTT_O'BRIEN
CURTIS_MODKINS,DAVID_YOUNG
RANDY_LERNER,ERIC_MANGINI
ARTHUR_M_BLANK,DAN_QUINN
MARTHA_FIRESTONE_FORD,MATT_PATRICIA
JAY_GRUDEN,DANIEL_SNYDER
DAN_QUINN,KEITH_ARMSTRONG
SEAN_MCVAY,JOHN_FASSEL
SEAN_PAYTON,DARREN_RIZZI
BOB_BRATKOWSKI,JOHN_BONAMEGO
CHRIS_TABOR,ADAM_BEARD
BROCK_OLIVO,LUKE_RICHESSON
BILL_BIDWILL,BRUCE_ARIANS
JEFFREY_LURIE,CHIP_KELLY
CHUCK_PAGANO,ROGER_MARANDINO
NORV_TURNER,HAL_HUNTER
JACK_DEL_RIO,KEN_NORTON_II
BYRON_LEFTWICH,ANTHONY_PIROLI
KEN_WHISENHUNT,KENT_JOHNSTON
DICK_LEBEAU,AMOS_JONES
GREG_MANUSKY,ROGER_MARANDINO
MIKE_TOMLIN,BOB_LIGASHESKY
ERIC_MANGINI,BRIAN_DABOLL
KYLE_SHANAHAN,RICHARD_HIGHTOWER
RON_RIVERA,DAVID_TEPPER
GARY_GIBBS,DOUG_MARRONE
AL_HOLCOMB,BUDDY_MORRIS
DAN_RILEY,KYLE_SHANAHAN
TODD_WASH,BYRON_STORER
CHUCK_CECIL,ALAN_LOWRY
PAUL_GUENTHER,DARRIN_SIMMONS
BRAD_SEELY,JOE_GOMES
ANDY_REID,RICK_BURKHOLDER
MIKE_MUNCHAK,CHRIS_PALMER
DEAN_PEES,TOM_KANAVU
MEL_TUCKER,MIKE_CLARK
MIKE_TOMLIN,DICK_LEBEAU
PAT_SHURMUR,SHAUN_HULS
VANCE_JOSEPH,DAVE_PULOKA
HEATH_FARWELL,ERIC_CIANO
WAYNE_WEAVER,JACK_DEL_RIO
MIKE_SINGLETARY,GREG_MANUSKY
JIM_CALDWELL,MIKE_MURPHY
MIKE_MUNCHAK,BUD_ADAMS
TODD_BOWLES,KACY_RODGERS
CHUCK_PAGANO,TED_MONACHINO
NORV_TURNER,ERIC_SUGARMAN
TODD_MONKEN,LARRY_JACKSON
JOHN_FOX,DANNY_CROSSMAN
RAHEEM_MORRIS,MALCOLM_GLAZER
JASON_GARRETT,ROB_RYAN
JOE_PHILBIN,JIM_HOSTLER
ROB_CHUDZINSKI,BRIAN_MURPHY
JOSH_MCDANIELS,TOM_MCMAHON
BLAKE_WILLIAMS,LARRY_JACKSON
MIKE_MORRIS,BILL_MUIR
MIKE_PRIEFER,CHAN_GAILEY
DEAN_PEES,SCOTT_O'BRIEN
GARY_KUBIAK,FRANK_BUSH
MIKE_TOMLIN,BRUCE_ARIANS
MIKE_MULARKEY,KSA_INDUSTRIES
GREG_ROMAN,BRAD_SEELY
MIKE_SULLIVAN,DAVE_WANNSTEDT
MIKE_SHULA,JOE_KENN
ROGER_MARANDINO,TOM_MCMAHON
GUS_BRADLEY,BRIAN_SCHNEIDER
GARY_KUBIAK,RICHARD_SMITH
TOM_COUGHLIN,BILL_SHERIDAN
MIKE_SMITH,MIKE_MULARKEY
JASON_GARRETT,JERRY_JONES
BRUCE_ARIANS,AMOS_JONES
MIKE_PETTINE,PAUL_RICCI
PERRY_FEWELL,SCOTT_TURNER
TODD_HALEY,GARRETT_GIEMONT
PAUL_GUENTHER,VACANT
MIKE_MCDANIEL,RAY_WRIGHT
JACK_DEL_RIO,TODD_DOWNING
DOUG_PEDERSON,BARRY_RUBIN
MIKE_SULLIVAN,AARON_WELLMAN
GUS_BRADLEY,TOM_MYSLINSKI
MIKE_VRABEL,MATT_LAFLEUR
VIC_FANGIO,TOM_MCMAHON
WADE_PHILLIPS,CEDRIC_SMITH
TODD_BOWLES,BUDDY_MORRIS
KEITH_BUTLER,GARRETT_GIEMONT
THE_PAT_BOWLEN_TRUST,JOHN_FOX
DAVID_JENKINS,FREDDIE_KITCHENS
REX_RYAN,BRIAN_SCHOTTENHEIMER
RON_RIVERA,SEAN_MCDERMOTT
SEAN_PAYTON,ROB_RYAN
MIKE_MCCOY,KEVIN_SPENCER
KYLE_SHANAHAN,DENISE_DEBARTOLO_YORK
RON_RIVERA,STEVE_CROSBY
JACK_DEL_RIO,JEFF_RODGERS
JOE_BARRY,BEN_KOTWICA
MARWAN_MAALOUF,DAVE_PULOKA
JEFF_FISHER,MIKE_HEIMERDINGER
ANTHONY_LYNN,ALEX_SPANOS
ZAC_TAYLOR,DARRIN_SIMMONS
DIRK_KOETTER,RUSS_PURNELL
PAUL_PASQUALONI,JOHN_BONAMEGO
VIRGINIA_HALAS_MCCASKEY,JOHN_FOX
GARY_KUBIAK,BOB_MCNAIR
BRUCE_ARIANS,BILL_BIDWILL
GUS_BRADLEY,BOB_BABICH
MIKE_MCCOY,KEN_WHISENHUNT
CHIP_KELLY,DENISE_DEBARTOLO_YORK
MIKE_VRABEL,ARTHUR_SMITH
SCOTT_LINEHAN,JOHN_BONAMEGO
GEORGE_EDWARDS,ERIC_SUGARMAN
ESTATE_OF_PAUL_ALLEN,PETE_CARROLL
JAY_GRUDEN,CHIP_MORTON
MIKE_MURPHY,RAY_RYCHLESKI
DARRIN_SIMMONS,CHIP_MORTON
MIKE_MCCARTHY,JOE_PHILBIN
GUS_BRADLEY,MIKE_MALLORY
HUE_JACKSON,GREGG_WILLIAMS
RAY_HORTON,KEVIN_SPENCER
BRUCE_DEHAVEN,JOE_KENN
PAT_BOWLEN,JOSH_MCDANIELS
THE_PAT_BOWLEN_TRUST,VANCE_JOSEPH
DICK_CURL,GUNTHER_CUNNINGHAM
PETE_CARROLL,CHRIS_CARLISLE
HUE_JACKSON,RAY_HORTON
MARK_DUFFNER,DAVE_KENNEDY
LUKE_RICHESSON,DIRK_KOETTER
KEN_ZAMPESE,LARRY_JACKSON
STEVE_CROSBY,CLARENCE_SHELMON
VIC_FANGIO,BRAD_SEELY
STEVE_SPAGNUOLO,CHIP_ROSENBLOOM
RAHEEM_MORRIS,GRADY_STRETZ
MATT_PATRICIA,VACANT
JOHN_PAGANO,KENT_JOHNSON
ERIC_MANGINI,WOODY_JOHNSON
PAT_SHURMUR,JOHN_MARA
CEDRIC_SMITH,CHAN_GAILEY
ERIC_BIENIEMY,BARRY_RUBIN
MIKE_WOICIK,JOSH_MCDANIELS
SEAN_MCDERMOTT,BRIAN_MURPHY
RICHARD_HIGHTOWER,DUSTIN_PERRY
THE_PAT_BOWLEN_TRUST,GARY_KUBIAK
JIM_CALDWELL,MARTHA_FIRESTONE_FORD
JACK_DEL_RIO,BRAD_SEELY
CHIP_KELLY,CURTIS_MODKINS
KURT_SHULTZ,BYRON_STORER
ARTHUR_BLANK,DAN_QUINN
RON_MEEKS,TOM_MOORE
BILLY_DAVIS,MIKE_MILLER
SEAN_MCVAY,BEN_KOTWICA
DOM_CAPERS,SHAWN_SLOCUM
JIM_HASLETT,DANNY_SMITH
MARTHA_FIRESTONE_FORD,JIM_CALDWELL
JOE_PHILBIN,BILL_LAZOR
DARREN_RIZZI,DAN_DALRYMPLE
JASON_TARVER,STEVE_HOFFMAN
DENNIS_THURMAN,THOMAS_MCGAUGHEY
SHAHID_KHAN,GUS_BRADLEY
JIM_CALDWELL,TERYL_AUSTIN
MATT_PATRICIA,PAUL_PASQUALONI
TODD_HALEY,AMOS_JONES
CLARK_HUNT,DICK_CURL
BRAD_CHILDRESS,CHRIS_TABOR
RAY_HORTON,ADAM_BEARD
KIRBY_WILSON,ADAM_BEARD
GREGG_WILLIAMS,ROCK_GULLICKSON
ZAC_TAYLOR,LOU_ANARUMO
CEDRIC_SMITH,DEDRIC_WARD
DENNIS_ALLEN,DAN_DALRYMPLE
MIKE_MCCARTHY,ROCK_GULLICKSON
JASON_GARRETT,SCOTT_LINEHAN
CHAN_GAILEY,JUSTUS_GALAC
GREG_OLSON,VACANT
CHASE_BLACKBURN,JOE_KENN
MATT_EBERFLUS,RUSTY_JONES
BRIAN_SCHNEIDER,IVAN_LEWIS
DENISE_DEBARTOLO_YORK,JIM_TOMSULA
DIRK_KOETTER,TODD_MONKEN
ADAM_GASE,DOWELL_LOGGAINS
BRUCE_ARIANS,KEITH_ARMSTRONG
PAT_SHURMUR,TOM_MCMAHON
MARK,HUE_JACKSON
JOHN_HARBAUGH,CHUCK_PAGANO
SEAN_MCDERMOTT,RICK_DENNISON
BRIAN_FLORES,STEPHEN_ROSS
RON_RIVERA,CLARENCE_SHELMON
DARREN_RIZZI,DARREN_KREIN
KEITH_ARMSTRONG,ANTHONY_PIROLI
GREGG_WILLIAMS,JIMMY
VANCE_JOSEPH,PAT_BOWLEN
GREG_MANUSKY,MIKE_MARTZ
JOE_KENN,BRIAN_MURPHY
DARRELL_BEVELL,CHRIS_CARLISLE
STEPHEN_ROSS,TODD_BOWLES
LOVIE_SMITH,DAVE_TOUB
TODD_HALEY,CLANCY_PENDERGAST
TODD_HALEY,CEDRIC_SMITH
LOVIE_SMITH,ERIC_WASHINGTON
TODD_BOWLES,STEPHEN_ROSS
STEVE_SPAGNUOLO,STAN_KROENKE
MIKE_NOLAN,MIKE_MCCOY
DAN_DALRYMPLE,GREG_MCMAHON
ROB_RYAN,JOE_DECAMILLIS
MIKE_SHANAHAN,BOB_SLOWIK
MIKE_ZIMMER,ERIC_SUGARMAN
DAN_QUINN,MARQUAND_MANUEL
RON_MEEKS,JEFF_DAVIDSON
RAY_HORTON,BRAD_ROLL
JIM_IRSAY,TONY_DUNGY
WOODY_JOHNSON,TODD_BOWLES
GREG_SCHIANO,BILL_SHERIDAN
ANDY_REID,CLARK_HUNT
JACK_DEL_RIO,BILL_MUSGRAVE
RICH_TUTEN,MIKE_PRIEFER
JIM_O'NEIL,PAUL_RICCI
RICHARD_HIGHTOWER,RAY_WRIGHT
PAUL_PASQUALONI,HAROLD_NASH
BIDWILL_FAMILY,KLIFF_KINGSBURY
JIM_CALDWELL,JOE_MARCIANO
PAUL_RICCI,CHRIS_TABOR
JIM_IRSAY,FRANK_REICH
JIM_MORA,BRUCE_DEHAVEN
JASON_GARRETT,MIKE_WOICIK
NORV_TURNER,GREG_MANUSKY
GEORGE_GODSEY,BOB_LIGASHESKY
BRIAN_CALLAHAN,JOEY_BOESE
JASON_ARAPOFF,JOE_MARCIANO
JOSH_MCDANIELS,RICH_TUTEN
ANDY_REID,JUAN_CASTILLO
JIM_HARBAUGH,VIC_FANGIO
MIKE_PETTINE,JIMMY_HASLAM
CRAIG_FITZGERALD,BOB_LIGASHESKY
JIM_O'NEIL,DAVID_YOUNG
ERIC_MANGINI,TOM_MYSLINSKI
JOHN_FOX,VIRGINIA_HALAS_MCCASKEY
ANDY_REID,STEVE_SPAGNUOLO
JEFF_HURD,RICH_BISACCIA
JIMMY_HASLAM,MIKE_PETTINE
KSA_INDUSTRIES,MIKE_VRABEL
MIKE_SHANAHAN,KYLE_SHANAHAN
CHIP_KELLY,JEFFREY_LURIE
BEN_MCADOO,MIKE_SULLIVAN
MIKE_MCCOY,MIKE_PRIEFER
AMOS_JONES,BUDDY_MORRIS
WAYNE_WEAVER,MEL_TUCKER
JACK_DEL_RIO,WAYNE_WEAVER
BRUCE_ARIANS,BUDDY_MORRIS
CHIP_KELLY,JIM_O'NEIL
MIKE_ZIMMER,KEVIN_STEFANSKI
BOB_SLOWIK,RICK_DENNISON
BOB_BABICH,RON_TURNER
MIKE_STOCK,JOE_PHILBIN
MIKE_PETTINE,ERIC_CIANO
KEITH_O'QUINN,MIKE_WOICIK
DAN_ROONEY,MIKE_TOMLIN
DICK_CURL,CEDRIC_SMITH
JOHN_FOX,PAT_BOWLEN
GARY_KUBIAK,WADE_PHILLIPS
BRIAN_DABOLL,ERIC_CIANO
WADE_PHILLIPS,LUKE_RICHESSON
JOE_MARCIANO,HAROLD_NASH
JOE_PHILBIN,KEVIN_COYLE
DOUG_PEDERSON,DAVE_FIPP
MONTE_KIFFIN,MIKE_WOICIK
BRAD_CHILDRESS,DARRELL_BEVELL
JEFF_TEDFORD,DAVE_KENNEDY
TERYL_AUSTIN,JOSH_SCHULER
STEVE_WILKS,LARRY_JACKSON
MARVIN_LEWIS,BOB_BRATKOWSKI
HUE_JACKSON,MARK
BUBBA_VENTRONE,RUSTY_JONES
JEDD_FISCH,TED_RATH
BILLY_DAVIS,DAVE_FIPP
WADE_PHILLIPS,JERRY_JONES
DENNIS_ALLEN,AL_MILLER
MONTE_KIFFIN,BILL_MUIR
RICK_BURKHOLDER,BOBBY_APRIL
DAVE_FIPP,SHAUN_HULS
MIKE_PRIEFER,MIKE_MCCOY
RUSS_PURNELL,DIRK_KOETTER
HUE_JACKSON,JIMMY
DUANE_CARLISLE,KURT_SCHOTTENHEIMER
TED_DAISHER,JAMES_URBAN
GREG_MCMAHON,DAN_DALRYMPLE
VIRGINIA_HALAS_MCCASKEY,MARC_TRESTMAN
ROD_MARINELLI,JOE_BARRY
BILL_BELICHICK,SCOTT_O'BRIEN
JON_GRUDEN,MARK_DAVIS
JOSH_MCDANIELS,HAROLD_NASH
NICK_EASON,STEVE_WATTERSON
ROBERT_SALEH,MARQUIS_JOHNSON
NATE_KACZOR,CHAD_ENGLEHART
STAN_KWAN,JIM_COLLETTO
MIKE_NOLAN,AJ_NEIBEL
VANCE_JOSEPH,BUDDY_MORRIS
TODD_BOWLES,ANTHONY_PIROLI
SHAHID_KHAN,DOUG_MARRONE
MIKE_MCCARTHY,BOB_SANDERS
TODD_HALEY,ROMEO_CRENNEL
JOE_PHILBIN,STEPHEN_ROSS
MARC_TRESTMAN,MEL_TUCKER
MIKE_TOMLIN,DANNY_SMITH
MATT_PATRICIA,DARRELL_BEVELL
KRIS_KOCUREK,DANNY_CROSSMAN
WILLIAM_CLAY_FORD,JIM_SCHWARTZ
SEAN_PAYTON,TOM_BENSON
JON_GRUDEN,MIKE_MORRIS
JACK_DEL_RIO,DIRK_KOETTER
MIKE_MULARKEY,SHAHID_KHAN
RON_RIVERA,STEVE_WILKS
DAN_QUINN,DIRK_KOETTER
JOHN_FOX,ADAM_GASE
BILL_O'BRIEN,LARRY_IZZO
DEAN_PEES,JUNEY_BARNETT
KARL_DUNBAR,BRIAN_MURPHY
BRET_BIELEMA,MOSES_CABRERA
TOM_COUGHLIN,JOHN_MARA
MIKE_MCCARTHY,MARK_LOVAT
MIKE_SHANAHAN,RAY_WRIGHT
ROB_CHUDZINSKI,JIMMY_HASLAM
GUS_BRADLEY,GREG_OLSON
PERRY_FEWELL,DAVID_TEPPER
JIMMY_RAYE,KURT_SCHOTTENHEIMER
KYLE_SHANAHAN,CHRIS_TABOR
JOE_LOMBARDI,JASON_ARAPOFF
KEN_NORTON_II,IVAN_LEWIS
PAUL_GUENTHER,CHIP_MORTON
AMOS_JONES,LARRY_JACKSON
ROD_WILSON,BARRY_RUBIN
BOB_MCNAIR,GARY_KUBIAK
ROD_MARINELLI,WILLIAM_CLAY_FORD
MIKE_PETTINE,KYLE_SHANAHAN
LOVIE_SMITH,ESTATE_OF_MALCOLM_GLAZER
FREDDIE_KITCHENS,DAVID_JENKINS
KURT_SHULTZ,DWAYNE_STUKES
STAN_KWAN,SCOTT_LINEHAN
MATT_PATRICIA,SCOTT_O'BRIEN
MIKE_SMITH,KEITH_ARMSTRONG
MIKE_MCCARTHY,MIKE_STOCK
MIKE_MUNCHAK,ESTATE_OF_BUD_ADAMS
ANTHONY_LYNN,GUS_BRADLEY
MARVIN_LEWIS,BILL_LAZOR
JOHN_HARBAUGH,GREG_ROMAN
BILL_CALLAHAN,MIKE_WOICIK
CHRIS_TABOR,PAUL_RICCI
TODD_WASH,JESS_LANGVARDT
PAT_BOWLEN,MIKE_SHANAHAN
ANDY_REID,RORY_SEGREST
LOVIE_SMITH,BOB_BABICH
PAT_SHURMUR,JIMMY_HASLAM
MIKE_MCCARTHY,TOM_CLEMENTS
GREG_SCHIANO,MIKE_SULLIVAN
CHUCK_PAGANO,JIM_IRSAY
CHIP_KELLY,DERIUS_SWINTON_II
MIKE_ZIMMER,MARWAN_MAALOUF
ANDY_REID,TED_DAISHER
RICH_SCANGARELLO,LOREN_LANDOW
JOE_JUDGE,HAROLD_NASH
JOHN_PAGANO,RICH_BISACCIA
BILL_SHERIDAN,DAVE_WANNSTEDT
KEN_WHISENHUNT,RAY_HORTON
MIKE_SMITH,DIRK_KOETTER
JAY_GRUDEN,SEAN_MCVAY
TODD_BOWLES,JOHN_MORTON
MIKE_SMITH,DAVE_KENNEDY
MIKE_SHANAHAN,DANIEL_SNYDER
RON_RIVERA,BRUCE_DEHAVEN
ROCK_GULLICKSON,JOE_PHILBIN
ROGER_MARANDINO,MARWAN_MAALOUF
BILL_LAZOR,CHIP_MORTON
WOODY_JOHNSON,ERIC_MANGINI
KEN_WHISENHUNT,BILLY_DAVIS
JOE_WOODS,LUKE_RICHESSON
JIM_SCHWARTZ,WILLIAM_CLAY_FORD
